class,id,tempo,valence,liveness,acousticness,danceability,energy,speechiness,instrumentalness
dormir,3c1Mu0jKH7FzsdrSwVpXPU,74.44,0.0499,0.099,0.986,0.0945,0.0221,0.0385,0.974
dormir,3aznjHcRtynQZ7N3QndUKQ,171.293,0.0302,0.111,0.827,0.0815,0.0689,0.0443,0.925
dormir,06EYu330c8GVTs3fDGJ0pD,76.056,0.00001,0.853,0.632,0.0649,0.999,0.0635,0.84
dormir,4Y7LiWeExsPhEzmwI4Wh8p,66.078,0.00001,0.867,0.0138,0.0553,0.475,0.674,0.947
dormir,6B3LSqUplxRJAuw08I1a2z,82.276,0.0368,0.407,0.0224,0.254,0.937,0.067,0.725
dormir,1ahdB6Gm8DebWJxgTeYzoi,198.722,0.0146,0.113,0.00146,0.0615,0.978,0.0568,0.996
dormir,4LH3hYpqzwfX22Au9ghCPU,86.31,0.0333,0.488,0.00303,0.0871,0.782,0.0817,0.955
dormir,6YM3YvDBn3409IV2OZ8IZt,87.334,0.016,0.924,0.161,0.262,0.992,0.0361,0.988
dormir,5uE44R0FKMlwXkCEv2fNsg,139.989,0.0222,0.39,0.152,0.141,0.993,0.0828,0.949
dormir,0bEOey9OHVNI8MfEc2328F,82.756,0.0292,0.895,0.141,0.101,0.713,0.0473,0.969
dormir,7FC4f9Ugi7FL0P11DQ94gS,55.293,0.00001,0.974,0.933,0.109,1,0.0458,0.596
dormir,3ZNar8jvlDBoU2XoAFFSyO,175.388,0.0342,0.558,0.0000366,0.0974,0.74,0.061,0.00000859
dormir,6vIMfO6imrKW1q7cvpIw8s,87.515,0.0246,0.335,0.0276,0.134,0.968,0.0908,0.98
dormir,1gWCfhUtzEtOkWS5lM6zca,97.48,0.0391,0.483,0.00158,0.122,0.448,0.0871,0.906
dormir,3x1njiYHSttnMf3dLIVpAb,74.769,0.00001,0.883,0.118,0.212,0.967,0.0536,1
dormir,3sPSOsS3ZrVQT6KFTacHQm,102.614,0.0382,0.378,0.000444,0.153,0.956,0.103,0.991
dormir,48jzJCr5iHi1aMuhTKlXP0,106.449,0.0322,0.478,0.0168,0.15,0.667,0.0987,0.859
dormir,3LlZ9ksKEHA60uyRQIOSL4,128.637,0.01,0.572,0.0566,0.16,0.648,0.0752,0.792
dormir,0E6yMWrlDNiFUgBu28LWV4,73.08,0.0126,0.356,0.152,0.0801,0.798,0.149,0.894
dormir,4ikdQ1Zr8sWHXSl25bhFuq,94.619,0.0126,0.448,0.00033,0.123,0.93,0.0683,0.834
dormir,3r6XW4aCd0yJE3Z6qMDZJX,83.589,0.00397,0.502,0.158,0.08,0.999,0.0694,0.914
dormir,7rvo9djyYAEnsogXeACe5V,116.122,0.00915,0.593,0.123,0.213,0.996,0.0761,0.995
dormir,0ze6xlXaOsf4Qq1k6WPA6S,110.915,0.0359,0.447,0.0021,0.16,0.431,0.0831,0.9
dormir,0ikW5PwYtHAeER17f4Ejtz,79.306,0.034,0.563,0.0771,0.175,0.628,0.121,0.958
dormir,6pWat1ynyacwfE9gmyqw3B,79.362,0.0268,0.588,0.0539,0.0732,0.739,0.0558,0.95
dormir,0WpKvgOUCpKowejZgeO5W0,91.691,0.0141,0.797,0.13,0.181,0.977,0.0433,0.885
dormir,2CZnZdwMvSaPr3QWnA3rQe,86.263,0.011,0.357,0.163,0.113,0.996,0.0792,0.982
dormir,2xIrVdhiBGroHmUCsskMPG,130.842,0.00001,0.561,0.16,0.16,1,0.0578,0.987
dormir,6sZVHMKQ7lf57eTlgby2WL,61.023,0.0356,0.355,0.0266,0.24,0.394,0.101,0.822
dormir,4QMNrMy6bj0jWJtJO4GUfj,51.904,0.0323,0.482,0.000973,0.0683,0.561,0.0582,0.959
dormir,2iSAtwZR5X0FEMRekI9iJk,85.322,0.0061,0.957,0.161,0.179,0.988,0.0692,0.971
dormir,0DP6xqsct4R1BjBq2NUuRk,77.451,0.0624,0.0805,0.0046,0.242,0.466,0.0601,0.97
dormir,13yZWnQQjc3VrHXh16ujky,154.348,0.119,0.22,0.00323,0.107,0.346,0.106,0.976
dormir,4kHA1o1prccwstvGjPAUkP,174.447,0.0335,0.314,0.000148,0.0763,0.548,0.0703,0.939
dormir,0SUfn82ZIm9n0CEkWzBXH0,86.926,0.0247,0.319,0.0000485,0.0843,0.0537,0.0586,0.881
dormir,62MBchuJx8eDs9yxYgLTME,75.034,0.0609,0.438,0.157,0.259,0.535,0.343,0.968
dormir,2UV2qxZcBoinEC0Ko6C93X,69.822,0.0283,0.394,0.173,0.089,0.81,0.0489,0.748
dormir,3EEn6QScHDZqRSSqyZWlmS,87.452,0.00001,0.92,0.124,0.136,0.995,0.0613,0.995
dormir,4DOCyaE87j6zURrE3wjoBq,100.295,0.00001,0.923,0.157,0.216,0.727,0.0391,0.957
dormir,1G0eLrad9sztISHG75a5cv,93.281,0.0212,0.382,0.00849,0.109,0.863,0.0591,0.985
dormir,5gIOLEi9WsMudy3tfGfJNH,88.293,0.00001,0.91,0.921,0.0898,0.998,0.039,0.729
dormir,6QCCVreX9fgUhurti2TPdh,69.458,0.00001,0.877,0.136,0.196,1,0.0536,0.994
dormir,4J7XG8zX9GfONRpObawdX0,76.954,0.0199,0.534,0.00351,0.168,0.833,0.059,0.993
dormir,73oH76vGccrt4sU44ifR1p,59.847,0.00001,0.745,0.27,0.0972,1,0.0455,0.961
dormir,1DNHRgD48WyrkKXHwHd6kS,88.098,0.00991,0.531,0.0139,0.0889,0.757,0.0856,0.94
dormir,2AtxBBgHbuuJFrv8h3U7ls,105.149,0.00723,0.974,0.0157,0.15,0.998,0.0873,0.933
dormir,1cgb4yVuDdTfaatFq6xhgD,82.37,0.0277,0.431,0.143,0.177,0.486,0.0583,0.974
dormir,3Gp2W5Po1dSh0oMTxA8LGX,89.639,0.0375,0.667,0.00629,0.157,0.641,0.0557,0.931
dormir,3mVOp7pRhdhkUOfDwfPGUM,75.413,0.0141,0.315,0.00557,0.176,0.736,0.0499,0.899
dormir,5JShRNmoqXwGynwBDpvMP3,99.119,0.00001,0.353,0.0214,0.219,0.936,0.0591,0.898
dormir,0O87UiGy34Kn82mdNkbZp3,144.644,0.0148,0.931,0.00193,0.127,0.815,0.0698,0.861
dormir,7sK3cslMt6ww5NvIptT2uw,77.713,0.014,0.4,0.227,0.121,0.604,0.111,0.768
dormir,06l4p419P3L42mTUa5KJw4,71.841,0.0284,0.685,0.0000218,0.164,0.717,0.0579,0.64
dormir,6dVunPstQ12APTl3RivTIA,98.562,0.0377,0.26,0.055,0.197,0.769,0.0713,0.689
dormir,3D97oOZdpxItVqFoAwBfYC,115.406,0.00922,0.415,0.0423,0.165,0.55,0.0772,0.706
dormir,3KSWMixsyBC6J4jjrZ3oMu,76.202,0.0211,0.419,0.0000633,0.186,0.438,0.0605,0.908
dormir,5v6qXVmMn68GxCPF9XGZVH,94.317,0.00899,0.932,0.441,0.244,0.996,0.0368,0.98
dormir,5u2kuI9KQ6xGQcPxvToNJ5,81.535,0.0051,0.968,0.478,0.296,0.996,0.0423,0.681
dormir,63qps2UseM4TTaciTdeK59,105.263,0.0326,0.418,0.000325,0.145,0.275,0.0636,0.985
dormir,1SAvBx0Uzm0UQz6u5J85M9,57.346,0.0351,0.409,0.011,0.0573,0.607,0.0794,0.886
dormir,4DanlCGrjn092EnWmbBlPa,95.001,0.00001,0.749,0.956,0.161,0.999,0.0552,0.501
dormir,6e7YD5GoUNfKnSfIPaDGzQ,181.835,0.00001,0.644,0.13,0.0677,0.999,0.0502,0.973
dormir,4ec1aLY4vwvkoBUCXhd5r9,100.886,0.0365,0.599,0.000386,0.151,0.549,0.0683,0.901
dormir,4q4u6MLCGrpfHperJ7U8NZ,145.245,0.00616,0.865,0.141,0.129,0.996,0.0714,0.984
dormir,6C2FGz9oUL6iLXkkFKhrfZ,69.329,0.0239,0.891,0.146,0.169,0.707,0.0471,0.989
dormir,7dkQRyEnWGmki1fGtkvGAW,127.245,0.00001,0.363,0.156,0.162,0.827,0.0604,0.999
dormir,64FAYSx9qRx8NltbjhIepz,129.024,0.022,0.396,0.0204,0.16,0.792,0.0608,0.874
dormir,6aUFCMYUSloHWVG3Cg4Hta,91.852,0.0129,0.715,0.147,0.214,0.994,0.0393,0.982
dormir,19vICChcY7vRxy4NXp28mn,101.285,0.00962,0.898,0.0757,0.141,0.923,0.0636,0.976
dormir,6xIpFNG8oUqoclkjMLEhKu,50.866,0.0107,0.408,0.131,0.348,0.99,0.0363,0.918
dormir,5sAWwesBEzl003BnJiThr0,135.833,0.00001,0.437,0.139,0.148,0.997,0.0822,0.989
dormir,2iM7PybcbJwrzzS7by70m8,103.945,0.00001,0.91,0.486,0.149,0.996,0.0566,0.899
dormir,2bI4BdFdtdDBM2q3xB3IZR,98.894,0.0318,0.388,0.0025,0.146,0.544,0.0553,0.659
dormir,1omNM0NNJZUoss3benPROm,172.348,0.00602,0.856,0.143,0.0787,0.998,0.0845,0.979
dormir,2pU9TjdZdIemgVikz1lPu4,83.245,0.0128,0.933,0.212,0.184,0.996,0.0597,0.949
dormir,5CfhvCrR3kegEsafOkucIx,79.509,0.0124,0.939,0.117,0.0701,0.879,0.0569,0.99
dormir,6VEmDZ6uIdTdkM2hxJKNhF,74.4,0.045,0.135,0.14,0.0771,0.795,0.0757,0.933
dormir,7aXLPmUZSAWIzyYqbjlh2E,104.329,0.00001,0.952,0.116,0.196,0.999,0.0496,0.991
dormir,5aHIVNM8mZbJQgkTCEbHLu,86.306,0.0319,0.388,0.0000843,0.189,0.628,0.0657,0.415
dormir,4iwDUEEZHxq7ITcc7DqCCI,84.702,0.00303,0.903,0.272,0.195,0.993,0.0396,0.977
dormir,3Hjtn7Yg0TBhMrSxdNOV3x,108.979,0.00721,0.409,0.0934,0.192,0.984,0.0613,0.971
dormir,1OMb4pb98GL1SJBJqM3Mq3,119.349,0.118,0.0928,0.0167,0.232,0.587,0.11,0.947
dormir,01OzUhNPtpn2xqQpNZ5vCN,107.745,0.0235,0.38,0.000132,0.152,0.416,0.0824,0.17
dormir,56PGNYfo42PMGLxkHEDnzE,63.498,0.00001,0.399,0.00266,0.212,0.991,0.0879,0.951
dormir,4X5XEleEIET9w0rqmdhMoK,96.966,0.00282,0.379,0.0000683,0.207,0.73,0.0617,0.987
dormir,2ZNecLM1gZtPoCIUHNq3CF,123.098,0.0206,0.293,0.146,0.183,0.882,0.0712,0.914
dormir,4PYqKn02Bp09lRkq9gLcdv,100.953,0.024,0.871,0.178,0.253,0.993,0.11,0.975
dormir,5Tq5QmvIqEPV9mQt6FkvEj,87.28,0.00001,0.714,0.115,0.121,0.843,0.0456,0.969
dormir,6QEb4FSE4xH1uvV37LZYhk,126.071,0.0183,0.373,0.147,0.189,0.993,0.114,0.95
dormir,6xIPSPcP6gbIDlqQeWI8dO,81.565,0.0185,0.579,0.0253,0.173,0.988,0.0632,0.967
dormir,0gvq5uQRfGDNxHm0jM0G2v,132.533,0.0282,0.27,0.00212,0.158,0.691,0.0568,0.872
dormir,4cRYFKTQaFg95xiMF0izlG,88.863,0.0234,0.497,0.00242,0.09,0.102,0.0729,0.958
dormir,1Tlo1Zhx6afHnjrws8Tgcy,135.338,0.0189,0.343,0.15,0.171,0.991,0.09,0.978
dormir,2dz9Mx1pZKF2OLAPCr3AcC,119.669,0.0218,0.233,0.125,0.166,0.00133,0.215,0.846
dormir,5jCwTeQv8DXJzsMmzv0qYi,95.604,0.00001,0.765,0.444,0.113,0.947,0.0664,0.916
dormir,1tQIg93C2Vq70UTa50vUE3,81.726,0.0275,0.386,0.23,0.145,0.722,0.0563,0.984
dormir,7pCpJJEnBi4ANgiUG3Ha3u,82.054,0.00264,0.557,0.0892,0.149,0.961,0.0565,0.971
dormir,247djZ4tbKkV0bPJ0gW5Zk,84.159,0.00612,0.881,0.0765,0.198,0.000216,0.101,0.948
dormir,0MaiuoWpYrbJVeCibetT3k,89.598,0.00379,0.906,0.236,0.23,0.99,0.0391,0.987
dormir,1gjRqqwlMpy8aEO9aAabyL,97.943,0.00001,0.926,0.128,0.211,1,0.0849,0.994
dormir,2l1jBfsyUWsD0NmHMEWtyd,78.034,0.0233,0.241,0.046,0.146,0.863,0.0532,0.955
dormir,3qUTSu08pdZb2fR5aAskKP,81.939,0.00001,0.533,0.122,0.176,0.471,0.0684,0.995
dormir,7lxs4cWZvIUrjA1iSWpCot,71.864,0.0164,0.696,0.00138,0.0831,0.879,0.0621,0.922
dormir,71Q7F1wszkTCuiidHFjotV,80.005,0.00495,0.402,0.241,0.236,0.999,0.0477,0.988
dormir,0HviNI5IDkJxWlR77EKGoP,65.757,0.0342,0.357,0.019,0.171,0.92,0.0938,0.858
dormir,65i10BbqAMPSQmyc4J8TKT,68.518,0.00001,0.581,0.203,0.154,0.999,0.0471,0.904
dormir,5111ChNfx2UEqdJo57ZqSt,111.963,0.00001,0.956,0.958,0.171,1,0.0586,0.477
dormir,1SHBqaEqPX6BRyYnHqT3Zi,81.896,0.0148,0.528,0.137,0.123,0.612,0.0709,0.885
dormir,3TBwaMMwZduacP0mzkMz8r,94.45,0.0338,0.257,0.195,0.111,0.363,0.0892,0.921
dormir,3vwZ7YcQ24GtvvuWQTRcXO,82.577,0.00001,0.53,0.298,0.16,0.999,0.0505,0.99
dormir,5qnmkmUZl9IN12jjqmCjcP,93.788,0.0396,0.419,0.0468,0.165,0.845,0.0904,0.849
dormir,41hZOvnNnnd8GjprwRFjZ3,115.928,0.0561,0.417,0.0674,0.275,0.444,0.0735,0.923
dormir,28wkhl6dcZCektz1OUEKrs,76.198,0.0121,0.711,0.691,0.19,0.994,0.058,0.972
dormir,74tDgRyL1BSz4nNFNVTWxq,120.277,0.00001,0.965,0.919,0.256,0.999,0.0411,0.816
dormir,1hSYJ1ILaixf9wkNDJN3py,174.07,0.00001,0.929,0.307,0.0757,0.987,0.0617,0.94
dormir,5WAqDgplhuoFBG4IUdEP4J,153.467,0.0309,0.687,0.00215,0.194,0.952,0.0888,0.996
dormir,05qdbb4EVNQCrOEfHwcab0,80.542,0.00001,0.88,0.133,0.188,1,0.0659,0.987
dormir,57zsjpyXmUl5m1gluaEdBH,150.234,0.0179,0.378,0.149,0.142,0.994,0.0762,0.977
dormir,1PMa2tShQ2dYWTh4RsACEz,83.576,0.0227,0.311,0.149,0.153,0.992,0.0856,0.943
dormir,5oNMo6oBkm7nf8C0JU4yoH,144.062,0.00523,0.935,0.145,0.155,0.998,0.0517,0.987
dormir,3dUYKGGxMCT5vFFp2uIuNB,110.475,0.0135,0.913,0.000377,0.159,0.858,0.0756,0.905
dormir,390qr10wt5OInQ92Vd7ADt,88.597,0.0321,0.273,0.324,0.0957,0.492,0.0648,0.965
dormir,0Wlfu5ZTAqrRxPZyXVYsm8,151.129,0.00001,0.935,0.542,0.115,1,0.0506,0.775
dormir,5Sl5wOIQFtBAolYgdkVGB4,77.592,0.0131,0.91,0.196,0.165,0.997,0.0392,0.986
dormir,4KVtQrlK6ABMi5UkSuXHBF,49.417,0.00001,0.526,0.399,0.0584,0.999,0.0612,0.807
dormir,3PCELNifmPZJVtvIbwxpuD,96.819,0.037,0.654,0.000309,0.125,0.26,0.0541,0.892
dormir,6vfrEUYhbdQLLq2H3U5Fjs,69.968,0.034,0.769,0.0123,0.138,0.943,0.0895,0.981
dormir,4hsiTpXpoL1sW9KB3rQXoi,91.957,0.00001,0.405,0.138,0.187,0.882,0.0688,0.887
dormir,5DwOYaWXl1ksN5WVRa8ZGs,60.87,0.0144,0.138,0.0118,0.205,0.939,0.0587,0.444
dormir,6GNlY925qJi7Qldwgh0c4R,83.41,0.00001,0.958,0.144,0.0794,0.999,0.0501,0.919
dormir,6JS3QBeAswEtEmmXt02vZH,136.152,0.235,0.513,0.00000276,0.216,0.826,0.0967,0.989
dormir,1zoGKbKztF6Haw2rPpCCVj,120.094,0.00001,0.971,0.963,0.169,0.993,0.0453,0.784
dormir,1mWWaKRiywpw4CSULMpOAa,168.992,0.038,0.321,0.00000276,0.115,0.874,0.054,0.929
dormir,3xUsY6iTXy0GgHAslizSzM,45.656,0.0199,0.534,0.224,0.06,0.882,0.0688,0.96
dormir,1ebeEq5lUHhIPwvFeNr6gi,128.993,0.0097,0.912,0.000865,0.163,0.996,0.0776,0.966
dormir,5YWO3rtH2xuF7Ysy1XenjF,94.063,0.017,0.42,0.000119,0.134,0.158,0.359,0.972
dormir,3VcUGM9IYstqpptFCokPI4,106.197,0.00552,0.651,0.133,0.152,0.998,0.142,0.858
dormir,1fK6fnY1WSGzInlketXt6D,82.935,0.00475,0.92,0.0029,0.0767,0.772,0.0637,0.961
dormir,70LJyAuEGlgXrsEuaWmCkP,79.013,0.00001,0.973,0.773,0.127,0.993,0.061,0.994
dormir,6E9ACxbryalj3PnCDhZxtO,77.364,0.00858,0.472,0.00961,0.0656,0.684,0.0779,0.956
dormir,7bVojrg9tROZ49BWxHHpfM,140.088,0.0349,0.271,0.00347,0.188,0.95,0.202,0.992
dormir,7dHr133ktmzImMTGvCgzXs,169.231,0.0384,0.301,0.00000323,0.114,0.884,0.0596,0.89
dormir,3BMKIPPQOYUFEBEkbv6mVN,114.923,0.0252,0.46,0.00595,0.183,0.744,0.0705,0.962
dormir,6oBZdlwRjGgmtAzGrMKZVc,164.364,0.0186,0.427,0.133,0.0879,0.992,0.221,0.599
dormir,2Fids86kHWOH4EZSBbSEzQ,113.8,0.0114,0.295,0.143,0.187,0.925,0.132,0.995
dormir,226PADyAAd84tELtUrT4No,60.242,0.00215,0.802,0.0000648,0.0539,0.683,0.0776,0.977
dormir,0Ai3MSbhpAG9Z8skVy0PhW,137.935,0.0257,0.677,0.0000723,0.176,0.362,0.0953,0.995
dormir,6rgwScNF1ITtEYa8mkLQ0P,96.636,0.0155,0.656,0.285,0.262,0.95,0.0409,0.96
dormir,50IOlIEHEUg0XIxpHlPJwO,76.359,0.0248,0.119,0.016,0.105,0.524,0.0753,0.984
dormir,6Gn6lVvz2hQM6b23dVZmyB,83.231,0.016,0.922,0.00824,0.136,0.944,0.0629,0.928
dormir,1WzjuOh6r9WXVi6dsoLKcB,87.698,0.00001,0.479,0.233,0.174,0.999,0.0722,0.721
dormir,49lC3wHsYUScNtjjnlsA46,89.93,0.0234,0.546,0.0000107,0.198,0.292,0.0561,0.759
dormir,3FEbGo3HICXw4tKZ10I2QM,86.855,0.0132,0.618,0.122,0.205,0.995,0.0733,0.977
dormir,3Cfu9rRRPtRMjQ1UiqJ0Q7,78.331,0.0547,0.292,0.00135,0.143,0.463,0.11,0.891
dormir,08w84SD08M8bE1beK2mG1P,123.31,0.0206,0.947,0.00428,0.171,0.943,0.0743,0.862
dormir,5cZTwGEeGbZhObrDxCWL4y,79.621,0.0225,0.51,0.0000166,0.0719,0.927,0.0668,0.759
dormir,7nAw1NFNTTfIwYtbVknXXO,84.322,0.00001,0.638,0.174,0.148,0.997,0.0752,0.719
dormir,3ZW0AweIggT138hYLyEeFN,115.831,0,0.543,0.0000339,0.207,0.00024,0.178,0.975
dormir,6S3xRcdeBjhS9GkzgqFLIl,68.478,0.00001,0.966,0.824,0.32,1,0.0783,0.891
dormir,7D9DQF0eBc7E3OLBNXaKIu,52.984,0.0302,0.538,0.00476,0.199,0.787,0.0572,0.778
dormir,4U3kZ08NfzuRTKIjoUzNFD,93.025,0.0125,0.706,0.189,0.129,0.962,0.0479,0.972
dormir,6hjH2icOU51DUn09Luv3u5,62.357,0.0291,0.114,0.885,0.0574,0.356,0.174,0.954
dormir,03MSpPNrhZYMaqEumQbNhs,52.375,0.00001,0.786,0.126,0.0597,1,0.0507,0.318
dormir,6SZvCnStgcYX3Rlj5ttODW,83.334,0.00001,0.957,0.315,0.0942,0.995,0.0514,0.97
dormir,6r42paRO1a3ReJusTZC5MU,173.086,0.01,0.852,0.172,0.0769,0.99,0.0474,0.989
dormir,29A7nnvvxtTkH74OhHNAFv,91.059,0.00001,0.831,0.742,0.174,1,0.0457,0.902
dormir,7r51Cb3FGb4hbr8visjjVr,138.555,0.0346,0.263,0.000352,0.141,0.299,0.0538,0.824
dormir,7ouWjcWsBbsKn9jx6oPAbG,84,0.0287,0.318,0.408,0.153,0.501,0.055,0.849
dormir,2aqWJpAR0TiDZAEmWpiGGI,74.604,0.00596,0.971,0.965,0.17,0.995,0.0409,0.995
dormir,5cYaxNnTAJTgTPui9rwAeQ,55.785,0.0202,0.344,0.000609,0.178,0.897,0.0628,0.937
dormir,5sMzZKg6SLtG5lcudEpDLC,76.466,0.0289,0.365,0.000776,0.248,0.963,0.0865,0.987
dormir,1Zlgk780ReXjity59pzdWB,87.513,0.0292,0.433,0.00117,0.208,0.952,0.0633,0.0503
dormir,7fvq4ElnWLZJ7nEOd1BWbf,113.584,0.0193,0.46,0.0285,0.255,0.987,0.417,0.759
dormir,7r9YUR97y7anYj1NpC3ReR,75.99,0.00001,0.804,0.334,0.0637,0.946,0.0715,0.963
dormir,1RXXLvEKXmz2c6TG1EDUz2,0,0,0.821,0.0926,0,0.00216,0,0.982
dormir,5imJcc13Fu59LGcxQKhQtp,71.11,0.00001,0.972,0.804,0.0594,0.976,0.0729,0.997
dormir,7i47EE5M7bUtbUBEiyCkZO,94.782,0.00001,0.756,0.959,0.112,1,0.0543,0.608
dormir,4czmxAEmomiHkIaEGrKECa,65.989,0.00132,0.897,0.152,0.165,0.901,0.163,0.992
dormir,4Mx3Zc9sXgZVGpdGwnkqWT,59.949,0.00001,0.977,0.973,0.198,1,0.0467,0.528
dormir,4iTua1XyulvzNnL1gaWZkm,68.75,0.0137,0.343,0.00000265,0.202,0.579,0.414,0.999
dormir,0sfQdSHVxissQ4pM88k7zx,166.144,0.00001,0.874,0.155,0.083,0.999,0.0684,0.99
dormir,6GoK4kNHrNHZQ18OCKvxna,123.462,0.0178,0.273,0.00000225,0.194,0.249,0.445,0.99
dormir,6aEFrI6iY2lgtOs9DbvZNc,83.812,0.00001,0.934,0.277,0.0813,0.999,0.0451,0.869
dormir,5pw1sVck5W8BQ31gCHrips,133.536,0.00462,0.698,0.174,0.155,0.914,0.0607,0.99
dormir,6iCBpDuVmglbu9plJK4te5,80.08,0.0244,0.381,0.00628,0.166,0.494,0.0902,0.866
dormir,6Oo7wRB2ikA63zFBwkq8Y6,90.422,0.0127,0.418,0.0103,0.146,0.965,0.0601,0.952
dormir,7n7pj2Xgpw0tYp3NdRiEmo,140.889,0.105,0.798,0.000676,0.137,0.322,0.0804,0.972
dormir,5SQzdrGhcIHkGo2kRrzTTZ,86.403,0.00088,0.447,0.162,0.114,0.996,0.0788,0.99
dormir,2TIlXNfAUleg3nzWVhTzaO,90.815,0.00001,0.386,0.793,0.187,0.286,0.0716,0.736
dormir,3lQu0W0vYlspohW9LNliYC,83.557,0.0169,0.727,0.135,0.196,0.501,0.0956,0.995
dormir,49N6wGjb4tR7YbFldq3jYu,79.852,0.00001,0.466,0.211,0.187,0.995,0.0569,0.979
dormir,1N8ouMgBmPtOkNVYf1DX8J,115.039,0.00001,0.95,0.623,0.171,0.993,0.0538,0.963
dormir,5P9M9CoG5GJ3TyU9m4EB4X,81.848,0.00001,0.959,0.202,0.173,1,0.0614,0.634
dormir,7y19aIuU0rRw4290rke252,84.75,0.0065,0.375,0.0426,0.0788,0.71,0.0921,0.702
dormir,5hYeSOQ7B9YKMMScdLWpQP,97.966,0.143,0.0947,0.00136,0.147,0.381,0.0632,0.951
dormir,4eHq5gcF7S78ouJxR12mGc,80.956,0.00548,0.692,0.18,0.0716,0.948,0.0697,0.944
dormir,5xFYpK4hDTWld8qY4TGNb9,127.943,0.0157,0.907,0.176,0.165,0.992,0.145,0.996
dormir,43wM25r16fjXatWMar3zuK,65.823,0.0374,0.258,0.000751,0.141,0.858,0.0971,0.923
dormir,7e9QWOYlmXNLn0TnGscuYs,147.117,0.00001,0.641,0.119,0.122,0.876,0.0619,0.982
dormir,3NTAcEKTrL3yHnEzBklXcN,88.277,0.0263,0.223,0.73,0.142,0.516,0.0694,0.944
dormir,44h6z1eReBUJaTl0cY8pof,89.503,0.0148,0.289,0.0021,0.158,0.98,0.242,0.397
dormir,5YqfEDaj1m9CVCFtLYwDbr,140.037,0.00001,0.955,0.114,0.138,0.981,0.071,0.926
dormir,6XOdosD9300UayFoY52NJE,71.95,0.0358,0.786,0.00739,0.116,0.824,0.0697,0.937
dormir,5XdClw7nOOUpEATWu4J6CQ,80.324,0.11,0.507,0.000245,0.142,0.367,0.0847,0.947
dormir,10XWXbi172CWtX0kCbc7EM,78.056,0.0331,0.514,0.0317,0.185,0.717,0.0617,0.959
dormir,6GcUI8GPOR0oJActmrRKNE,107.694,0.031,0.0928,0.209,0.254,0.694,0.0548,0.622
dormir,5PXuSSMvae2tJuQj78DR5d,142.521,0.0349,0.136,0.153,0.132,0.152,0.0559,0.966
dormir,4sfOO8SiLK78BqfpDYMdGX,76.12,0.189,0.0773,0.987,0.0707,0.0116,0.0447,0.937
dormir,7vGRko4f6X3H4EfhwPsIJY,137.832,0.0475,0.0801,0.994,0.177,0.00906,0.046,0.863
dormir,07R5BJJ4EHz3jg2e06NCzz,122.836,0.0361,0.0932,0.949,0.183,0.0278,0.0376,0.91
dormir,6OTCHM8icoVQmWYdULItOz,72.478,0.138,0.104,0.987,0.163,0.0094,0.0354,0.874
dormir,7rvlOw2fPjxbcZSNKifEHq,113.303,0.0687,0.0949,0.991,0.257,0.0123,0.0402,0.92
dormir,5HkG3ZdLOVZQI4rpUdGZCa,73.865,0.0619,0.0741,0.994,0.156,0.00453,0.0404,0.91
dormir,02uEjuRG2GnzUVvyL0KWro,69.889,0.121,0.114,0.995,0.148,0.00157,0.0392,0.859
dormir,6uTgcVdZs17V0Fy5PX2O54,73.093,0.155,0.104,0.952,0.149,0.00577,0.0459,0.938
dormir,7lKhxWhv5sPG9MBaDfdJL7,73.285,0.0744,0.104,0.971,0.175,0.00428,0.0412,0.946
dormir,7aYv33i1kUIlBcTMJPUzFm,70.616,0.0634,0.0981,0.984,0.154,0.00356,0.0421,0.801
dormir,42Rzf70H0cM88EDU5YV0cq,67.858,0.209,0.106,0.884,0.144,0.0158,0.0424,0.834
dormir,3ddCRaKiwydCnvYSy6tL2D,74.636,0.064,0.102,0.985,0.235,0.00764,0.0442,0.962
dormir,5LEHlRPjGcZ5RdagAwXpHS,89.605,0.0591,0.111,0.797,0.102,0.0333,0.0476,0.927
dormir,3P8JdN7l1cFkcMVkJHOHhF,69.752,0.106,0.0969,0.993,0.0738,0.0133,0.0323,0.967
dormir,56y8h73SZXnIzR0fGSQlca,71.96,0.0593,0.081,0.946,0.164,0.0188,0.0341,0.893
dormir,6k5T8UjxnZAi2l1542vgBP,75.673,0.081,0.122,0.844,0.0708,0.0709,0.049,0.819
dormir,52uw4LhiFFnIHduoLVILMm,72.008,0.0395,0.146,0.972,0.138,0.0201,0.0352,0.847
dormir,6ijjVhsdUDrHWTkciKq0nD,69.912,0.0575,0.0969,0.994,0.214,0.0422,0.0366,0.896
dormir,1IUe9CBv83sg56rTorIVLp,66.597,0.106,0.122,0.98,0.16,0.0125,0.036,0.956
dormir,4FHNG73v2Ws7QQqR2kvIUp,75.233,0.142,0.0888,0.992,0.179,0.00691,0.04,0.859
dormir,2akxDSUjKxkwuRfuc6HFNH,175.297,0.0488,0.116,0.969,0.0937,0.0408,0.0455,0.962
dormir,3a14Ywse8vF62KNc7zI4wW,82.781,0.0965,0.103,0.992,0.313,0.0102,0.0326,0.907
dormir,4SuMhk4CgYIz3pPKRIXHFp,75.921,0.13,0.111,0.964,0.189,0.022,0.0397,0.889
dormir,17dxXweuShPwv4eXAqJMXz,68.322,0.117,0.11,0.91,0.0999,0.0273,0.0405,0.66
dormir,3LUbhoAnLn3pLz6R9JYGXU,170.998,0.219,0.11,0.972,0.203,0.0398,0.109,0.758
