class,id,tempo,valence,liveness,acousticness,danceability,energy,speechiness,instrumentalness
dormir,3jA8JPR7n9dTEJCMi8CCqH,93.628,0.107,0.204,0.943,0.725,0.176,0.0358,0.926
dormir,11Ml6cf8H5hpinIfLpmDpm,138.492,0.31,0.0946,0.959,0.343,0.291,0.0339,0.409
dormir,7tDpSRvJUjQ4kfjQK1pIkc,105.598,0.1,0.333,0.843,0.417,0.0684,0.0386,0.6
dormir,4ol2UyMTiklHVujAWg02nE,49.689,0.193,0.0882,0.971,0.488,0.0527,0.0478,0.911
dormir,7p6ZeiNtEHJKmc4YWBZELG,98.99,0.127,0.107,0.976,0.431,0.113,0.049,0.903
dormir,0K3nmGgX5QgxVvOqZo9ZHP,93.714,0.164,0.103,0.921,0.682,0.227,0.0345,0.81
dormir,5bAMh6RORJtqwMAZcUUwsj,85.199,0.537,0.0961,0.828,0.646,0.237,0.0601,0.845
dormir,5j2o1gtuNHW9hz67HubCaF,94.503,0.145,0.105,0.921,0.474,0.182,0.0271,0.884
dormir,5SlXY4uuH8F1hNcCtlk6a2,93.683,0.163,0.337,0.911,0.699,0.258,0.0314,0.869
dormir,5HJL6fNZdYD08BmTzqnV1z,67.77,0.0941,0.146,0.994,0.467,0.0195,0.0427,0.945
dormir,2Or57lFpdUW3dtjg82VrBt,206.563,0.174,0.0923,0.988,0.208,0.0709,0.0478,0.964
dormir,1RfSykRvuEDqTUimaVE64E,87.188,0.274,0.0885,0.992,0.459,0.0122,0.0478,0.961
dormir,7yJJuCckCfvjuIVDK96KlL,67.926,0.199,0.108,0.995,0.542,0.00209,0.045,0.956
dormir,6LQcnAe3uf9lfQ4YhPSHQW,69.482,0.165,0.0959,0.995,0.306,0.00124,0.0384,0.94
dormir,4C4B9L1O7JCiDSniF64rbJ,95.894,0.249,0.0888,0.991,0.419,0.00988,0.0395,0.854
dormir,5mSl1LEERyevaU6mykcfh0,97.852,0.32,0.135,0.971,0.144,0.0152,0.0386,0.898
dormir,4pLt09DV3FFjNTLqbxhJcO,129.154,0.252,0.104,0.995,0.399,0.0283,0.0425,0.939
dormir,75b0f1695j8tRmXL6cvtmb,132.747,0.397,0.111,0.992,0.444,0.113,0.0414,0.936
dormir,5crvLtcVtQ0OYW3QtGpWcG,98.708,0.125,0.108,0.991,0.227,0.00935,0.0369,0.914
dormir,6o71Foef4Jf2LMFnHuvQo4,146.302,0.211,0.109,0.995,0.354,0.0112,0.044,0.923
dormir,04GkZnxmBFf8GXBvIGkAzj,68.636,0.203,0.106,0.994,0.261,0.0204,0.0571,0.924
dormir,2x6qK1oorFfWjIZ9bRf1MZ,69.435,0.163,0.106,0.987,0.307,0.0348,0.0313,0.884
dormir,3Se2ifaSm69Np4OtyaNNKa,67.191,0.388,0.134,0.996,0.391,0.00241,0.079,0.949
dormir,0vQIs6UM5iNmIEtazl28za,129.583,0.192,0.104,0.987,0.393,0.0288,0.0401,0.902
dormir,12fP6KSs4CyLE6MnVs2VLc,68.92,0.321,0.121,0.994,0.456,0.00698,0.0976,0.961
dormir,5IZkV8mhcxxFyLduTPtnw0,74.68,0.133,0.102,0.984,0.533,0.00874,0.0497,0.949
dormir,2z6wyjZZ5hIP7ef5qjW7kW,97.854,0.252,0.0981,0.991,0.419,0.0142,0.0291,0.936
dormir,7ezLbUsHDAEiGlXPii5ilJ,127.919,0.185,0.105,0.993,0.449,0.0232,0.0479,0.945
dormir,0DCuRxadki9VQU5pskJrUG,77.979,0.173,0.0934,0.994,0.418,0.0602,0.0326,0.889
dormir,5z40PeXEmVwWes8PQI7oZq,112.989,0.182,0.113,0.977,0.372,0.0466,0.0459,0.932
dormir,33JTqE9e7gORkp63S7FZF2,44.696,0.249,0.114,0.99,0.454,0.0107,0.0387,0.928
dormir,08NywOqVYmiuQ8mLpQaUeG,118.371,0.0667,0.109,0.985,0.342,0.0144,0.0421,0.94
dormir,7IeAd6rhMU9zMG0wccZbwb,63.427,0.234,0.112,0.973,0.273,0.0065,0.0366,0.946
dormir,0hfmBHOwBmy9Hmi2vd9eku,66.395,0.387,0.103,0.995,0.529,0.00221,0.0736,0.97
dormir,6yYoUYbduiDFv2Ed8U6GOE,165.592,0.402,0.094,0.995,0.372,0.00312,0.0654,0.965
dormir,6m6E8jsmnmFXOR6bR3BnxF,56.162,0.302,0.112,0.995,0.455,0.00348,0.0487,0.949
dormir,5vl7yLTgL1cpEmUqtMhk9n,61.449,0.396,0.0853,0.992,0.445,0.0233,0.0337,0.94
dormir,7edfdEV5G5gJUkiPP6g8AD,66.375,0.299,0.0895,0.994,0.415,0.028,0.0478,0.889
dormir,2RzamwHT6KYUAo0cHlY6r0,63.716,0.233,0.0919,0.995,0.513,0.0167,0.0704,0.951
dormir,6D8xi7ie5kMaNKc1vq71eT,78.531,0.158,0.105,0.989,0.43,0.031,0.0438,0.931
dormir,3fpMkw955AzfpSKMrbRZ0T,98.758,0.395,0.0815,0.994,0.464,0.0074,0.0398,0.922
dormir,3kInd0TVmBr2TaumXmTZbN,74.113,0.356,0.0906,0.993,0.316,0.0718,0.0385,0.921
dormir,0nk3vSKIYGQV6CK6pShUDQ,99.9,0.349,0.097,0.994,0.401,0.0219,0.0454,0.94
dormir,02LCUK8mJhh65xVc9hVoXB,76.861,0.204,0.138,0.994,0.415,0.00493,0.0479,0.819
dormir,2KM3Fna95GUcpQ6Xb3Dibh,73.86,0.127,0.0963,0.987,0.322,0.00475,0.0449,0.956
dormir,3efzwxRNuLl9WFB6FQ30M6,70.292,0.367,0.0958,0.995,0.443,0.00388,0.0503,0.953
dormir,3rkfPXBvaNLZNzwrWZ0Dmd,68.965,0.208,0.113,0.996,0.446,0.0028,0.0573,0.932
dormir,2IxfYyUQFZWoopvcfOmKnV,57.486,0.419,0.0878,0.993,0.427,0.0108,0.048,0.897
dormir,5SgyX0YU9qfwWyaHKtYU5T,81.785,0.141,0.0916,0.995,0.277,0.00388,0.0366,0.838
dormir,5kxplUhUr8OpwOpJ2Ururp,63.925,0.144,0.1,0.992,0.311,0.0219,0.0828,0.943
dormir,3AjIuQRx278sErh7B9knpS,76.122,0.464,0.13,0.995,0.319,0.011,0.0435,0.966
dormir,2Q5J3fYP2cPXDQwCsS0OkT,112.488,0.184,0.0999,0.992,0.522,0.00941,0.055,0.91
dormir,2Utg4Imeeq5cI6DQ8AupwV,139.148,0.338,0.105,0.993,0.463,0.00646,0.0525,0.967
dormir,3DHvdguXXEjrlZuileL4hi,59.934,0.21,0.0812,0.995,0.448,0.0128,0.0581,0.926
dormir,6RuFOroO9VO0aMGEzirLHk,70.872,0.0838,0.113,0.974,0.175,0.00759,0.0454,0.925
dormir,5rJVqzACUYjXwLqA4sAbib,75.085,0.274,0.105,0.994,0.578,0.264,0.0638,0.967
dormir,16bkyOOqnn6SDXjpQyqBhh,83.013,0.07,0.123,0.984,0.433,0.00962,0.0412,0.942
dormir,1PUHoY8bhuKlkmM4xTecpP,77.051,0.451,0.113,0.995,0.348,0.0458,0.0361,0.967
dormir,3RYpj85NoJj89nreXZNmt5,67.419,0.148,0.129,0.995,0.306,0.00237,0.0395,0.893
dormir,7yXwSf40aUSSRQTAjg2TRV,76.83,0.363,0.0945,0.995,0.395,0.0022,0.0502,0.937
dormir,4kyLrBSL84qHXJfYvnOoQw,73.589,0.216,0.13,0.984,0.424,0.0379,0.0406,0.907
dormir,6FGOagWREYZY08x4dZ8b8m,89.903,0.306,0.0904,0.994,0.423,0.0229,0.0465,0.925
dormir,5efmTcG1xyKUGP6UMBx6x3,179.491,0.0412,0.0765,0.995,0.309,0.0416,0.0393,0.933
dormir,3EvstLL3S2fgyhg5HIQiPO,117.543,0.581,0.107,0.994,0.418,0.00938,0.0545,0.945
dormir,2lwkWns2UHsmppqcpjIl5R,97.628,0.253,0.104,0.986,0.357,0.00196,0.0472,0.964
dormir,2unmie5sfHDGwSQO9jEok4,62.007,0.148,0.103,0.996,0.495,0.041,0.0464,0.945
dormir,1F6M5OxEBzMTpcTX64ie9m,108.025,0.211,0.131,0.994,0.426,0.00262,0.0483,0.918
dormir,4YxLJVcYXgN1Kxb67BvxEZ,69.758,0.736,0.12,0.996,0.527,0.00635,0.0659,0.959
dormir,09MOGGltE3OpP7e5V0XLej,72.79,0.306,0.0737,0.996,0.487,0.00329,0.0524,0.967
dormir,63yPgrn1bfyb12gWzUhRvg,69.361,0.124,0.0902,0.993,0.334,0.00401,0.0367,0.925
dormir,38FoeSh8Ll0dA5TuflbviN,69.226,0.0604,0.105,0.992,0.101,0.00213,0.0432,0.902
dormir,2s7vQpVichRlRiyNuIPtKA,65.475,0.486,0.113,0.995,0.391,0.0212,0.0526,0.915
dormir,5UKTmSINIygGZJR4MFx9Mu,92.647,0.241,0.128,0.989,0.345,0.0934,0.0395,0.91
dormir,4R6L0FlLprIsVMJ9bdDd1e,74.923,0.146,0.121,0.993,0.317,0.00525,0.0443,0.932
dormir,4U9KyS7RMCjMoC9fG6uHMQ,79.618,0.504,0.109,0.995,0.487,0.0384,0.0705,0.944
dormir,2zPRHgX9cIOMaV7dX23miR,66.697,0.125,0.107,0.991,0.451,0.0187,0.0358,0.929
dormir,7fpv4K07BD9tUC852Mw5Lz,70.382,0.0595,0.0985,0.991,0.174,0.00676,0.0358,0.816
dormir,7zuK6SB9iQN17ZLOdCcCjd,114.523,0.152,0.109,0.99,0.368,0.0167,0.0363,0.897
dormir,5wFGu1dl3Lw08doFu0gVmA,99.849,0.198,0.0788,0.994,0.347,0.0383,0.0357,0.944
dormir,5GuS3tJuRwbdNObPdCEVfI,112.589,0.278,0.106,0.989,0.423,0.0509,0.0349,0.949
dormir,4fQDNzhiPAryhqihnOlsCi,79.904,0.235,0.116,0.996,0.389,0.0135,0.046,0.942
dormir,17jvo4FD4s17STVTrf099y,122.62,0.1,0.12,0.995,0.203,0.00401,0.0523,0.88
dormir,2CPb3HzkSrQFhOjGBEoV0t,144.027,0.218,0.091,0.995,0.665,0.0113,0.0486,0.955
dormir,3qE1HsdBOfXyZmCfRfT8Jc,68.336,0.215,0.11,0.995,0.375,0.00579,0.0539,0.95
dormir,0Q9I9kXS2iuhSTiCpBAXHy,85.031,0.226,0.109,0.995,0.334,0.00172,0.0444,0.908
dormir,3RMRrmCruSltU9pnzURb5F,98.757,0.266,0.105,0.996,0.375,0.0103,0.0446,0.935
dormir,5bCmrU1C14AFNulJ5qMNEw,84.672,0.189,0.175,0.993,0.318,0.00501,0.0363,0.933
dormir,4wwtlq6dqi0ztt989n4yiQ,70.405,0.0962,0.146,0.995,0.24,0.00495,0.0385,0.892
dormir,6OQcOlYGnrH4HeiyjvyCOo,101.969,0.119,0.133,0.995,0.51,0.00864,0.0478,0.948
dormir,02aWFfloZhQ0QXTRpG1D3n,132.125,0.181,0.112,0.98,0.572,0.013,0.083,0.931
dormir,2kUno3T4aQEZcX96iRWxTO,113.314,0.115,0.111,0.993,0.477,0.012,0.0703,0.969
dormir,1vViUoB7DpXUX10isPj7YL,69.962,0.278,0.107,0.994,0.427,0.00442,0.0424,0.897
dormir,6KdboS5Iw7ngyfQDbXlSoU,81.665,0.259,0.108,0.994,0.483,0.0451,0.0373,0.947
dormir,22wf4F0EwtjXyPbg0kioHm,52.293,0.273,0.128,0.996,0.565,0.00708,0.0575,0.873
dormir,3HRRUkWDZ7bCnYMFkkRCsA,70.854,0.215,0.0942,0.989,0.37,0.0122,0.0349,0.927
dormir,6EUiMWXdg7ltmFUzhKCGXm,64.281,0.207,0.112,0.995,0.352,0.00371,0.0402,0.923
dormir,4vDA036RKeQjigYZmANk3Y,166.454,0.376,0.104,0.994,0.305,0.0167,0.045,0.948
dormir,1tbNThROtPQ6HdOmGFlUaQ,101.186,0.198,0.104,0.995,0.359,0.0224,0.0438,0.935
dormir,15cxmIEktI10nGFpMv77Ts,104.612,0.0941,0.0702,0.988,0.347,0.042,0.0397,0.914
dormir,6kwqwIUxDK84yXyfL7jvGf,73.085,0.176,0.106,0.99,0.409,0.00926,0.0403,0.911
dormir,1f88reZiqjn7GAyNy8TBRG,109.227,0.201,0.115,0.995,0.459,0.0192,0.0449,0.928
dormir,7Myr2rQatgwZshajT4pOCj,72.742,0.296,0.104,0.996,0.544,0.0364,0.0816,0.959
dormir,4u8aNYQTJdyBvpsSwz05I6,64.443,0.294,0.0866,0.996,0.57,0.0401,0.09,0.955
dormir,2VKWrVYPGgJzBmRGc8LWkh,51.357,0.108,0.13,0.995,0.427,0.0147,0.059,0.945
dormir,7wd5Xpj9J0ekJY2htpCsv9,136.87,0.509,0.0959,0.996,0.561,0.00269,0.0887,0.958
dormir,7JinB2F0516WbcPMtFepu6,63.726,0.21,0.0842,0.992,0.422,0.0134,0.0481,0.95
dormir,6z80w3KsiHTJioRQYGlPDx,79.681,0.332,0.107,0.992,0.631,0.00579,0.0628,0.939
dormir,14g7oKsfbokvFDtDtP77Ir,100.722,0.173,0.112,0.996,0.514,0.0108,0.0519,0.946
dormir,5WyysbGeEUoJ02Xf1tMpac,70.978,0.154,0.0956,0.994,0.392,0.0033,0.0481,0.922
dormir,1qox7A6GvcVMcqhpOoIzsX,78.818,0.191,0.11,0.995,0.188,0.00175,0.0547,0.946
dormir,4Pacn01OYBrPjxTVMSe5At,97.952,0.538,0.115,0.995,0.636,0.013,0.0632,0.96
dormir,04uVxAxx6QvPQzfuLv5A6P,81.395,0.14,0.106,0.995,0.499,0.0188,0.11,0.911
dormir,4lYecNh8R7ephdgqMlAs7t,131.535,0.182,0.107,0.97,0.382,0.0284,0.0474,0.884
dormir,6jRABFqmpuAkcNCfg6D2bG,67.77,0.139,0.111,0.992,0.595,0.0234,0.108,0.958
dormir,6CtgSHDxivSLqi4vjYCUs8,69.683,0.0746,0.0974,0.977,0.204,0.00988,0.0435,0.754
dormir,7j7h7BivqAe8X5SvoiJvpp,71.135,0.0386,0.11,0.991,0.437,0.024,0.0556,0.941
dormir,6eF8X3wXM9mrwmLPprYEe6,77.538,0.384,0.106,0.995,0.639,0.0808,0.0638,0.932
dormir,7i5AyRNEih2qiv9prv1dZv,160.513,0.138,0.0722,0.993,0.274,0.00584,0.0461,0.924
dormir,43rgJwC0nHNlkJmWq77kA5,74.695,0.212,0.11,0.995,0.369,0.00235,0.0626,0.973
dormir,5dmdrubwYDfTOAu8C5gQkI,80.239,0.212,0.11,0.996,0.476,0.0208,0.053,0.953
dormir,7jXTJntJSBwj8b4lDSgcCq,115.612,0.155,0.109,0.991,0.285,0.142,0.046,0.929
dormir,6gp6sejiJXYU1i6xHPf8hh,81.02,0.309,0.0861,0.995,0.253,0.00611,0.0489,0.959
dormir,53P3pDWN0hGSLypCMWCech,78.431,0.213,0.094,0.994,0.511,0.0322,0.0446,0.936
dormir,2Ju3X9pULxXmfvWre8o1E4,68.768,0.184,0.0807,0.992,0.421,0.0366,0.0411,0.888
dormir,0MQK8C51nsQXp8eod6BSKS,133.212,0.148,0.109,0.993,0.365,0.00284,0.0482,0.969
dormir,1z2q4Dmj24cBFnkkV0GPli,109.353,0.376,0.0996,0.994,0.466,0.00741,0.0554,0.938
dormir,6sSFbKl9oQ7ToYxBeTQZvw,116.364,0.363,0.0902,0.996,0.622,0.0251,0.056,0.945
dormir,5cpH1u4FeSQg3mZ7dRb1mj,69.853,0.373,0.127,0.993,0.326,0.0038,0.0594,0.95
dormir,6kZ14gn3QybpPztoPsjGSB,81.853,0.109,0.107,0.993,0.414,0.0177,0.0502,0.914
dormir,0LpzOMpUl2U0pHIMUQJUH0,75.513,0.176,0.109,0.994,0.384,0.00825,0.062,0.95
dormir,0LRcLz3D9bHLPPVegJoFZL,72.176,0.177,0.137,0.982,0.291,0.027,0.0426,0.892
dormir,2dGF0mEuOaMrqE0y34In4Q,71.552,0.137,0.091,0.995,0.287,0.00329,0.0352,0.862
dormir,0NTNYW3E9mPy9jZjlHalDb,136.106,0.13,0.11,0.991,0.222,0.0654,0.0376,0.805
dormir,1mBe4d92QRRMqN1FQ2cvup,70.247,0.0398,0.11,0.991,0.0939,0.0163,0.0488,0.838
dormir,1503ZyojOUoKbVYKtepu8J,69.615,0.221,0.101,0.995,0.316,0.009,0.0456,0.952
dormir,3KVJnT6tvkitcYUQzUQ8vm,170.206,0.188,0.092,0.995,0.448,0.0719,0.0681,0.937
dormir,0CYn7dOi4SC9Eyd7CUpAd2,120.707,0.248,0.113,0.993,0.404,0.0661,0.0502,0.965
correr,5ZULALImTm80tzUbYQYM9d,98.027,0.513,0.149,0.692,0.824,0.588,0.0924,0.000104
correr,6WrI0LAC5M1Rw2MnX2ZvEg,123.941,0.677,0.0952,0.0125,0.794,0.793,0.0842,0
correr,0VjIjW4GlUZAMYd2vXMi3b,171.005,0.334,0.0897,0.00146,0.514,0.73,0.0598,0.0000954
correr,2UbVnbE5FH6008mAm6Mmgw,117.003,0.673,0.148,0.326,0.682,0.72,0.0381,0
correr,6PqUdUGS4h5aGY7YyEGXr8,102.023,0.672,0.107,0.167,0.611,0.835,0.139,0
correr,27u7t9d7ZQoyjsCROHuZJ3,101.022,0.946,0.124,0.369,0.779,0.705,0.0344,0.00000791
correr,6lhZLbb0czULpjb2kFryPS,92.998,0.353,0.584,0.00882,0.662,0.868,0.0341,0.00244
correr,2dpaYNEQHiRxtZbfNsse99,100.015,0.671,0.167,0.191,0.687,0.792,0.0452,0
correr,7Bjf96uNizpvXLvNyOJpst,95.037,0.739,0.0906,0.072,0.726,0.88,0.0581,0.000462
correr,3yNZ5r3LKfdmjoS3gkhUCT,135.055,0.68,0.117,0.252,0.67,0.453,0.295,0.33
correr,4bMLBGnjAGVFpjAfIkD0UY,104.04,0.593,0.161,0.0247,0.649,0.69,0.0296,0
correr,1nYeVF5vIBxMxfPoL0SIWg,122.053,0.627,0.0742,0.033,0.627,0.69,0.139,0
correr,3jjujdWJ72nww5eGnfs2E7,99.048,0.569,0.102,0.0237,0.676,0.771,0.0483,0.000007
correr,0FLwo3U1NrjocfK2FDisrX,104.046,0.278,0.102,0.105,0.69,0.587,0.0466,0
correr,4ENLZqdPMDub5us6YLSAKa,114.954,0.725,0.108,0.175,0.697,0.732,0.0415,0
correr,2x0RZdkZcD8QRI53XT4GI5,100.001,0.376,0.119,0.272,0.802,0.645,0.0715,0
correr,6cx06DFPPHchuUAcTxznu9,122.953,0.905,0.0489,0.168,0.734,0.874,0.0662,0.0000114
correr,5itOtNx0WxtJmi1TQ3RuRd,122.015,0.606,0.0811,0.016,0.807,0.887,0.0361,0.000503
correr,3fYXJrNuLAGKZvcIMGG484,117.996,0.626,0.104,0.0055,0.743,0.691,0.0364,0.000158
correr,22O2Zdfj3jnJZDSzlDMAJp,107.981,0.106,0.129,0.0269,0.73,0.789,0.034,0
correr,3M9Apu4OZfylLTFKvgEtKa,114.996,0.767,0.0844,0.157,0.647,0.726,0.0552,0
correr,6ZxsZWzg4pWzW9gEKvnLFl,187.905,0.56,0.307,0.0499,0.644,0.667,0.267,0
correr,6K96iePtHzcOJ1AhsBlFAN,125.968,0.196,0.169,0.0103,0.679,0.717,0.033,0.000151
correr,6s3GEN8wK0OMzzzZbXj0fu,102.034,0.427,0.12,0.00868,0.565,0.849,0.0517,0.00000468
correr,6WkJ2OK163XXS2oARUC9JM,119.896,0.357,0.289,0.101,0.72,0.741,0.0287,0.0000141
correr,5v7sBqgaKUFgVPBcI4D4ic,123.058,0.526,0.105,0.213,0.793,0.795,0.0667,0
correr,4ztw0mBC6VBiLV79yRHDQW,100.066,0.618,0.128,0.0179,0.73,0.558,0.0786,0
correr,3vIPdMmbsye0YMhXy4GeXt,123.109,0.309,0.113,0.0655,0.728,0.799,0.0446,0
correr,0E9ZjEAyAwOXZ7wJC0PD33,125.905,0.163,0.118,0.176,0.694,0.77,0.149,0.000011
correr,3Z8FwOEN59mRMxDCtb8N0A,93.995,0.452,0.0541,0.00776,0.63,0.633,0.0457,0
correr,0YETkmonJ718JRimG5zJOm,115.072,0.729,0.0826,0.119,0.876,0.765,0.269,0.0000052
correr,6lgLLgwC7vKguYUPSszMNt,125.015,0.684,0.149,0.186,0.71,0.795,0.0298,0.0000371
correr,7HXBG0W8gFJwHUh5mVF9tf,122.076,0.461,0.368,0.228,0.689,0.612,0.0387,0.00000777
correr,7C1trmcQQ5n5RNy4l6ziCv,120.03,0.637,0.174,0.406,0.682,0.7,0.0397,0
correr,24aN8j7dBw0FxxKUBlCtd6,120.019,0.465,0.19,0.178,0.654,0.795,0.0536,0
correr,4w7vZjpsnpKizj7NE0Nuld,102.95,0.605,0.142,0.0242,0.639,0.711,0.0315,0
correr,6ft4hAq6yde8jPZY2i5zLr,124.114,0.435,0.209,0.0689,0.632,0.595,0.0401,0
correr,7uIBwmlQcT5unRbmr4SPzt,99.667,0.386,0.111,0.14,0.608,0.828,0.11,0.00000149
correr,5icOoE6VgqFKohjWWNp0Ac,99.961,0.181,0.156,0.0623,0.791,0.565,0.0439,0
correr,3H7ihDc1dqLriiWXwsc2po,122.031,0.664,0.129,0.223,0.789,0.72,0.218,0
correr,2Ci9hgh4lvPdvlkwPv9r7Q,122.953,0.512,0.168,0.0327,0.748,0.878,0.138,0
correr,21jGcNKet2qwijlDFuPiPb,120.042,0.553,0.0863,0.192,0.695,0.762,0.0395,0.00244
correr,37WjD4t8hZ5xXEjrhIAmKF,124,0.422,0.11,0.0127,0.64,0.744,0.034,0.52
correr,4OoYfejHABzYe2mG8p5s8b,104.018,0.542,0.137,0.336,0.716,0.736,0.0363,0.000014
correr,1vvNmPOiUuyCbgWmtc6yfm,119.986,0.536,0.161,0.093,0.818,0.913,0.0426,0.0000369
correr,6Q3K9gVUZRMZqZKrXovbM2,122.983,0.357,0.105,0.148,0.611,0.651,0.0587,0.0000184
correr,2oejEp50ZzPuQTQ6v54Evp,104.01,0.522,0.344,0.204,0.585,0.696,0.0307,0
correr,53TbfWFcp3COCSs3zkVfSR,131.789,0.37,0.106,0.14,0.736,0.531,0.158,0
correr,0wGgLYKG1t7Cl58lBVrAAl,123.964,0.239,0.192,0.0188,0.663,0.833,0.0587,0.00371
correr,64ouROglsBxfd84TpVlPQZ,116.045,0.292,0.0791,0.162,0.639,0.601,0.0519,0
correr,39Osy6tnaMNCYG5pkhn0Is,122.018,0.323,0.069,0.0267,0.769,0.713,0.041,0.576
correr,5N5k9nd479b1xpDZ4usjrg,123.07,0.486,0.325,0.0119,0.781,0.768,0.0394,0.00000491
correr,5iEI2hHcG8bnKmUelPk08F,123.982,0.631,0.342,0.0547,0.786,0.732,0.0421,0.00000247
correr,543VnS905CHArJ2oFm17p5,123.973,0.482,0.284,0.00116,0.713,0.783,0.0784,0
correr,7CHi4DtfK4heMlQaudCuHK,123.935,0.529,0.14,0.129,0.598,0.526,0.0415,0
correr,1cVQmBnSLjhWB67iqAXYZZ,117.998,0.568,0.251,0.18,0.696,0.724,0.0421,0.0000869
correr,63adaDFXy6lquruUkGJUHg,120.031,0.235,0.112,0.414,0.798,0.62,0.232,0.0192
correr,4jqpuhtQEkyvsuFyrK81BX,123.006,0.857,0.209,0.0183,0.612,0.933,0.0539,0.00336
correr,24Yi9hE78yPEbZ4kxyoXAI,121.975,0.898,0.353,0.0167,0.77,0.724,0.0495,0.0107
correr,0Hb1y5PXdcuhNmLC1iytPw,123.063,0.49,0.151,0.0159,0.76,0.731,0.134,0.0506
correr,1DFD5Fotzgn6yYXkYsKiGs,124.08,0.631,0.074,0.0404,0.677,0.744,0.0295,0.00016
correr,7CH8J4ulT49UfZwSDSkSZA,124.075,0.453,0.134,0.0387,0.668,0.726,0.0468,0
correr,5p7ujcrUXASCNwRaWNHR1C,136.041,0.533,0.0936,0.297,0.752,0.488,0.0705,0.00000911
correr,2tnVG71enUj33Ic2nFN6kZ,117.948,0.884,0.106,0.177,0.88,0.751,0.0874,0.0000643
correr,35d6akAv0HQFb21Ooifwvi,119.958,0.629,0.199,0.112,0.8,0.596,0.156,0.821
correr,78oZ26xvmtCfarveRXs3dq,111.995,0.615,0.0641,0.0659,0.779,0.845,0.0356,0.00000116
correr,3frUvGrmGcay91lvFbOgsN,105.024,0.36,0.227,0.121,0.794,0.728,0.114,0.00000882
correr,6cREm4bV7V79Yxdilx9HDo,105.021,0.345,0.619,0.00758,0.786,0.687,0.141,0
correr,3DTqHfTGj1c6y2gDXsTez4,120.066,0.534,0.0775,0.0205,0.749,0.82,0.0478,0.000685
correr,73ThEGwF5i9GrsXXGyZBRa,115.989,0.548,0.118,0.179,0.736,0.657,0.0668,0.00000429
correr,6NHJ0XoMhWDrRiPgVSxhmz,110.001,0.517,0.171,0.0153,0.647,0.884,0.358,0
correr,1J5ubGIOlUBT3t3WgfYidN,104.911,0.341,0.211,0.55,0.746,0.631,0.0953,0
correr,2ak79ho44RiDi9DFrqYgfq,110.006,0.685,0.324,0.109,0.764,0.573,0.0484,0
correr,6wXgnhpmOPEJ7cUweSyy2B,99.039,0.745,0.101,0.0264,0.73,0.792,0.13,0
correr,79JqbyvbJ7Shub94aKID7P,120.013,0.48,0.0789,0.0808,0.804,0.545,0.0624,0.0000386
correr,3FZEv9JddkjHNFiMVxJYpS,105.052,0.222,0.115,0.486,0.621,0.551,0.0474,0
correr,5seWZTjT0U8a7cy3Y5NJQ9,124,0.694,0.215,0.0699,0.759,0.845,0.0421,0.0000865
correr,66W1rVTnEv86dIkFhoiElg,118.961,0.777,0.195,0.0412,0.848,0.768,0.0373,0.000785
correr,0TrPqhAMoaKUFLR7iYDokf,103.007,0.508,0.281,0.145,0.79,0.694,0.0708,0.00252
correr,5PNvgiKSwMdjBsDsgFCFLX,124.023,0.965,0.101,0.098,0.881,0.661,0.0343,0.0187
correr,0azC730Exh71aQlOt9Zj3y,123.962,0.465,0.148,0.199,0.631,0.927,0.0332,0.119
correr,1yzBGun3xDY7WpHOIP9nNp,123.986,0.579,0.068,0.041,0.726,0.835,0.0341,0.00000945
correr,1eumDcFTsoLPEN31viUhkt,124.02,0.113,0.0647,0.0121,0.727,0.638,0.04,0.000218
correr,3jFIJ2tSQhseuzRwDMeCyK,122.005,0.673,0.0995,0.00778,0.813,0.697,0.041,0.699
correr,1A8j067qyiNwQnZT0bzUpZ,121.985,0.466,0.226,0.0927,0.792,0.717,0.0393,0.0000359
correr,7qiZfU4dY1lWllzX7mPBI3,95.977,0.931,0.0931,0.581,0.825,0.652,0.0802,0
correr,2P4OICZRVAQcYAV2JReRfj,127.999,0.613,0.198,0.31,0.579,0.736,0.0527,0
correr,30pVSKdzBpZ9Np4Y2bJbFM,122.012,0.325,0.112,0.135,0.72,0.643,0.0369,0.812
correr,05rJdH2MRLJ3sQoEUO78qs,180.054,0.869,0.0702,0.0117,0.695,0.775,0.0887,0.191
correr,72TFWvU3wUYdUuxejTTIzt,91.974,0.558,0.0919,0.0752,0.725,0.534,0.0946,0
correr,3QVLyVPY6fB6l9xjQ23VlH,126.063,0.552,0.954,0.00591,0.711,0.701,0.0413,0.596
correr,0bVp6yZEUrJzOm2agoFYZm,121.972,0.643,0.457,0.0402,0.828,0.849,0.0515,0.00163
correr,2JpTwRVXioTZSdizBGAhUH,121.958,0.901,0.0822,0.389,0.838,0.752,0.034,0.00113
correr,6YUTL4dYpB9xZO5qExPf05,127.949,0.743,0.141,0.0211,0.596,0.856,0.0346,0.0178
correr,7BKLCZ1jbUBVqRi2FVlTVw,95.01,0.661,0.111,0.414,0.748,0.524,0.0338,0
correr,6JV2JOEocMgcZxYSZelKcc,113.03,0.701,0.191,0.0123,0.667,0.83,0.0749,0
correr,1vnnXMrBeEWiRg3YCMCjQq,177.899,0.857,0.0711,0.226,0.649,0.798,0.178,0
correr,4FxumkF81ICxITeqxx4nK9,99.004,0.889,0.114,0.433,0.818,0.84,0.092,0.00000116
